volgnr.,id,filename,link,viewer,title,date,description,creator,publisher,physical_width,physical_height,scale,dpi,north,south,east,west,overige,
228,0106053116001,0106053116001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5694,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5694,[Vestingplattegrond Deventer],1659,"titelvariant: Deventer; Deuendr; Annotatie: Stadsnaam op kaart: Deuendr; Annotatie geografische gegevens: Maatstok: Scala van 100 Ruhten (= 6,3 cm)",,[Frankfurt a. M. : Caspar Merian],18,29,6500,300,53,52.583333333333,7.3333333333333,5.75,,
4110,0106051080113,0106051080113.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3170,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3170,Svmatræ et insularum locorumque nonnullorum circumiacentium tabula noua,1659,"Annotatie: Zeekaart; Origineel is Blad 191 in atlas factice; Annotatie geografische gegevens: Schaalstokken op kaart: 30 Milliaria Germanica (=7,3 cm), en: 40 Milliaria Gallica (=7,3 cm); Oosten boven",Johannes Janssonius 1588-1664,[Amstelodami] : [Apud Ioannem Ianssonium],,,3100000,300,7,-6,110,94,,
4186,0106050399001,0106050399001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2732,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2732,"Terra Sancta, sive Promessionis, olim Palestina / recens delineata, et in lucem edita per Nicolaum Visscher",1659,Annotatie geografische gegevens: West boven,"Visscher, Nicolaes (1618-1679)",[Amsterdam : C.J. Visscher],46,56,900000,300,33.5,29.5,35.666666666667,34.25,,
4187,0106051080105,0106051080105.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3162,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3162,"Terra Sancta, sive Promissionis, olim Palestina / recens delineata, et in lucem edita per Nicolaum Visscher anno 1659",1659,"Annotatie: Dit exemplaar bevat bij enige plaatsnamen aan de westkust aantekeningen in pen; Origineel is Blad 183 in atlas factice; Annotatie geografische gegevens: Schaalstokken op kaart: 6 Milliaria Germanica communia = 6 Gemeene Duytsche Mylen van 15 in een Graed (=4,8 cm), en: 8 Milliaria unius Horæ = 8 Uren gaens yder synde 24 Stadien dat is 3000 passé (=4,8 cm); Noordwest boven; Inzet: Castrorum populi Israelitici",Nicolaes Jansz Visscher sr 1618-1679,[S.l. : C.J. Visscher excudit],,,900000,300,43,10,65,25,,
4790,0106051080071,0106051080071.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3120,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3120,"Typus Maritimus Groenlandiae, Islandiae, Freti Davidis, Insulae Iohannis Mayen, et Hitlandiae, Scotiae, et Hiberniae litora maritima Septentrionalia",1659,"Annotatie: Paskaart van de noordelijke Atlantische Oceaan met de kusten van met name het gebied tussen de Faeroër Eilanden, Groenland en Baffin Island; Origineel is Blad 149 in atlas factice; Kaart bevat diverse kompasrozen en is gedecoreerd met afbeeldingen van schepen en een walvis; Annotatie geografische gegevens: Met drie schaalstokken",,[Amstelodami] : [Apud Ioannem Ianßonium],,,7000000,300,85,0,50,-50,,
467,0106050117001,0106050117001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3161,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3161,Alcmaer,1660,"Annotatie: Uit: Beschryvingh der Neder-landen; soo uyt Louis Guicciardyn als andere vermaerde schrijvers ... - Amsterdam : Jacob van Meurs, 1660; Annotatie geografische gegevens: Met legenda, 1-9",,[Amsterdam : Jacob van Meurs],11,14,12500,300,53.25,52.166666666667,5.3333333333333,4.4833333333333,,
926,0106050105001,0106050105001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3028,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3028,Bolswaert,1660,"Annotatie: Uit: Beschryvingh der Neder-landen; soo uyt Louis Guicciardyn als andere vermaerde schrijvers ... - Amsterdam : Jacob van Meurs, 1660",,[Amsterdam : Jacob van Meurs],11,13,9000,300,53.583333333333,52.75,6.5,4.75,,
931,0106050116001,0106050116001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3150,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3150,Briela,1660,"Annotatie: Uit: Beschryvingh der Neder-landen; soo uyt Louis Guicciardyn als andere vermaerde schrijvers ... - Amsterdam : Jacob van Meurs, 1660",,[Amsterdam : Jacob van Meurs],11,13,10000,300,52.333333333333,51.583333333333,5.1666666666667,3.75,,
1516,0106050115001,0106050115001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3139,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3139,Delft,1660,"Annotatie: Uit: Beschryvingh der Neder-landen; soo uyt Louis Guicciardyn als andere vermaerde schrijvers ... - Amsterdam : Jacob van Meurs, 1660",,[Amsterdam : Jacob van Meurs],11,13,13000,300,52.333333333333,51.583333333333,5.1666666666667,3.75,,
1543,0106050114001,0106050114001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3117,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3117,Dockum,1660,"Annotatie: Uit: Beschryvingh der Neder-landen; soo uyt Louis Guicciardyn als andere vermaerde schrijvers ... - Amsterdam : Jacob van Meurs, 1660",,[Amsterdam : Jacob van Meurs],11,13,9000,300,53.583333333333,52.75,6.5,4.75,,
1546,0106051080085,0106051080085.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3137,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3137,Dominio Fiorentino,1660,"Annotatie: Origineel is Blad 163 in atlas factice; Annotatie geografische gegevens: Schaalstokken op kaart: 15 Milliaria Italica communia (=5 cm), en: 4 Milliaria Germanica communia (=5,5 cm)",,Amstelodami : excudebat Ioannes Ianssonius,,,556660,300,44.5,42.333333333333,12.416666666667,9.6666666666667,,
1548,0106050113001,0106050113001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3128,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3128,Dordrecht,1660,"Annotatie: Uit: Beschryvingh der Neder-landen; soo uyt Louis Guicciardyn als andere vermaerde schrijvers ... - Amsterdam : Jacob van Meurs, 1660",,[Amsterdam : Jacob van Meurs],11,13,13000,300,52.333333333333,51.583333333333,5.1666666666667,3.75,,
1595,0106050112001,0106050112001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3106,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3106,Enchuysen,1660,"Annotatie: Uit: Beschryvingh der Neder-landen; soo uyt Louis Guicciardyn als andere vermaerde schrijvers ... - Amsterdam : Jacob van Meurs, 1660; Annotatie geografische gegevens: Met legenda, 1-8",,[Amsterdam : Jacob van Meurs],11,14,12500,300,53.25,52.166666666667,5.3333333333333,4.4833333333333,,
1681,0106050106001,0106050106001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3050,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3050,Flissingen,1660,"Annotatie: Uit: Beschryvingh der Neder-landen; soo uyt Louis Guicciardyn als andere vermaerde schrijvers ... - Amsterdam : Jacob van Meurs, 1660",,[Amsterdam : Jacob van Meurs],11,13,17000,300,52.333333333333,51.166666666667,4.3333333333333,3.3333333333333,,
1686,0106050111001,0106050111001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3095,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3095,Franequer,1660,"Annotatie: Uit: Beschryvingh der Neder-landen; soo uyt Louis Guicciardyn als andere vermaerde schrijvers ... - Amsterdam : Jacob van Meurs, 1660",,[Amsterdam : Jacob van Meurs],11,13,9000,300,53.583333333333,52.75,6.5,4.75,,
2087,0106050407001,0106050407001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2735,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2735,Gorchum,1660,"Annotatie: Uit: Beschryvingh der Neder-landen; soo uyt Louis Guicciardyn als andere vermaerde schrijvers ... - Amsterdam : Jacob van Meurs, 1660",,[Amsterdam : Jacob van Meurs],11,13,12000,300,52.333333333333,51.583333333333,5.1666666666667,3.75,,
2142,0106050034001,0106050034001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2540,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2540,Haerlem,1660,"Annotatie: Uit: Beschryvingh der Neder-landen; Soo uyt Louis Guicciardyn als andere vermaerde Schrijvers ... - 't Amsterdam : by Jacob van Meurs, 1660",,[Amsterdam : Jacob van Meurs],11,14,12000,300,53.25,52.166666666667,5.3333333333333,4.4833333333333,,
2149,0106050110001,0106050110001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3084,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3084,Harlingen,1660,"Annotatie: Uit: Beschryvingh der Neder-landen; soo uyt Louis Guicciardyn als andere vermaerde schrijvers ... - Amsterdam : Jacob van Meurs, 1660",,[Amsterdam : Jacob van Meurs],11,13,10000,300,53.583333333333,52.75,6.5,4.75,,
2227,0106050109001,0106050109001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3072,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3072,Hoorn,1660,"Annotatie: Uit: Beschryvingh der Neder-landen; soo uyt Louis Guicciardyn als andere vermaerde schrijvers ... - Amsterdam : Jacob van Meurs, 1660",,[Amsterdam : Jacob van Meurs],11,14,13000,300,53.25,52.166666666667,5.3333333333333,4.4833333333333,,
2733,0106050108001,0106050108001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3061,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3061,Leeuwaerden,1660,"Annotatie: Uit: Beschryvingh der Neder-landen; soo uyt Louis Guicciardyn als andere vermaerde schrijvers ... - Amsterdam : Jacob van Meurs, 1660; Annotatie geografische gegevens: Met legenda, 1-20",,[Amsterdam : Jacob van Meurs],11,13,9000,300,53.583333333333,52.75,6.5,4.75,,
2760,0106050107001,0106050107001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3039,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3039,Leyden,1660,"Annotatie: Uit: Beschryvingh der Neder-landen; soo uyt Louis Guicciardyn als andere vermaerde schrijvers ... - Amsterdam : Jacob van Meurs, 1660",,[Amsterdam : Jacob van Meurs],11,13,16000,300,52.333333333333,51.583333333333,5.1666666666667,3.75,,
3185,0106051078001,0106051078001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3057,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3057,Osnabrugensis episcopatus / auctore Ioanne Gigante ; [Willem Jansz. Blaeu],1660,"Annotatie: Bij deze 2e staat zijn de lengtegraden in de kaartrand veranderd van O 28°40'-30°20' in O 25°20'-26°50'; Origineel is Blad 77 in atlas factice; Oorspr. uitg.: Atlantis appendix, sive pars altera ... - Amsterdami : apud Guiljelmum Blaeuw, 1630","Gigas, Joannes (1580-1650); Blaeu, Willem Jansz.",Amstelodami : Guiljelm. Blaeu excudit [i.e. Joan Blaeu],37,48,250000,300,53.916666666667,51.25,11.583333333333,6.6666666666667,,
3872,0106050702001,0106050702001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2820,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2820,Sneeck,1660,"Annotatie: Uit: Beschryvingh der Neder-Landen : soo uyt Louis Guicciardyn als andere vermaerde schrijvers ... - 't Amsterdam : by Jacob van Meurs, 1660; Annotatie geografische gegevens: Midden onder: korte lijst van gebouwen",,['t Amsterdam : by Jacob van Meurs],11,13,9000,300,53.583333333333,52.75,6.5,4.75,,
431,0106054080001,0106054080001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/4888,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/4888,"Africæ Antiquæ, et quarundam Europæ, Asiæque adiacentium regionum, accurata delineatio, ad historiarum lucem edita / à Nicolao Blancardo, Batavo, Leidensi, historiarum et politices professore",1662,Annotatie: Rechtsonder acht muntafbeeldingen. Cartouche met opdracht aan Iohannes Brunæus,Nicolaas Blanckaert 1624-1703,[Amsterdam : Janssonius],38,54,15000000,300,40,-35,80,-20,,
432,0106051080122,0106051080122.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3181,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3181,"Africæ Antiquæ, et quarundam Europæ, Asiæque adiacentium regionum, accurata delineatio, ad historiarum lucem edita / à Nicolao Blancardo, Batavo, Leidensi, historiarum et politices professore",1662,Annotatie: Origineel is Blad 200 in atlas factice; Rechtsonder acht muntafbeeldingen. Cartouche met opdracht aan Iohannes Brunæus,Nicolaas Blanckaert 1624-1703,[Amsterdam : Janssonius],38,54,15000000,300,40,-35,80,-20,,
1413,0106051011001,0106051011001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2975,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2975,"Comitatus Ruscinonis, vulgo Rousillon, in quo Episcopatus Helenensis, Gallicè Evesché d'Elne ou de Perpignan / [Joan Blaeu]",1662,"Annotatie: Oorspr. verschenen in: Geographiae Blavianae volumen septimum ... - Amstelaedami : labore & sumbtibus Ioannis Blaeu, 1662; Origineel is Blad 10 in atlas factice","Blaeu, Joan",[Amsterdam : Joan Blaeu],41,51,250000,300,45.083333333333,42.166666666667,4.9166666666667,1.5833333333333,,
1529,0106051073001,0106051073001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3051,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3051,"Descriptio agri civitatis Coloniensis : cum suis limitibus, terminis, viis, confiniis, interjacentibus et adjacentibus pagis, villis, castris, etc. / [Joan Blaeu]",1662,"Annotatie: Het eerst verschenen in: Atlas maior, sive Cosmographia Blaviana ... - Amstelaedami : sumptibus Ioannis Blaeu, 1662; Origineel is Blad 72 in atlas factice; Annotatie geografische gegevens: West boven","Blaeu, Joan",[Amsterdam : Joan Blaeu],38,52,25000,300,52.583333333333,50.333333333333,9.5,5.8333333333333,,
1685,0106051080032,0106051080032.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3073,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3073,Franconia vulgo Franckenlandt / J. Blaeu excudit,1662,"Annotatie: Origineel is Blad 110 in atlas factice; Rechtsboven binnen kader: wapen van Frankenland; Annotatie geografische gegevens: Schaalvermelding op kaart: 5 Milliaria Germanica = 7,2 cm",Joan Blaeu 1597/98-1673,[Amsterdam : J. Blaeu],,,500000,300,51.666666666667,49.416666666667,10.166666666667,7.75,,
2090,0106051018001,0106051018001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2990,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2990,Gouvernement de la Guienne & Gascogne / [Joan Blaeu],1662,"Annotatie: Oorspr. verschenen in: Geographiae Blavianae volumen septimum ... - Amstelaedami : labore & sumptibus Ioannis Blaeu, 1662; Origineel is Blad 17 in atlas factice","Blaeu, Joan",[Amsterdam : Joan Blaeu],45,59,900000,300,45.833333333333,42.666666666667,1.5,-1.9166666666667,,
2091,0106051017001,0106051017001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2992,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2992,Gouvernement General du Pays Orleanois / [Joan Blaeu],1662,Annotatie: Origineel is Blad 16 in atlas factice,"Blaeu, Joan",[Amsterdam : Joan Blaeu],47,60,900000,300,49.083333333333,46.25,3.1666666666667,0,,
2299,0106051008001,0106051008001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2986,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2986,"Insula Gaditana, vulgo Isla de Cadiz / [Joannes Blaeu]",1662,"Annotatie: Oorspr. verschenen in: Geographiae Blavianae volumen nonum ... - Amstelaedani : Ioannis Blaeu, 1662; Origineel is Blad 7 in atlas factice","Blaeu, Joan",Amstelodami : excud. Joannes Blaeu,39,50,100000,300,37.083333333333,36,-5,-6.5,,
2844,0106051080013,0106051080013.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3135,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3135,"March. Brandenburgici pars, quae Marchia Media vulgo Mittelmarck audit",1662,Annotatie: Origineel is Blad 91 in atlas factice; Annotatie geografische gegevens: Met schaalstok: Milliaria Germanica,Joan Blaeu 1597/98-1673,Amstelaedami : excud. Joannes Blaeu,,,400000,300,53.75,51.166666666667,15.25,10.666666666667,,
2848,0106051080138,0106051080138.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3202,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3202,Maritima Brasiliæ universæ / [Joan Blaeu],1662,"Annotatie: Kaart vertoont de plaatsen aan de westkust van Brazilië; Origineel is Blad 216 in atlas factice; Annotatie geografische gegevens: Schaalstokken op kaart: 60 Milliaria Germanica 15 uni gradui respondentia (=7,2 cm), en: 70 Milliaria Hispanica 17 1/2 gradui respondentia (=7,2 cm); West boven",Joan Blaeu 1597/98-1673,[Amsterdam] : [Blaeu],,,6375000,300,5,-35,-26,-75,,
2867,0106051080022,0106051080022.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3208,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3208,Misnia marchionatvs = Meissen / Jo. Blaeu excu,1662,"titelvariant: Meissen; Annotatie: Origineel is Blad 100 in atlas factice; Annotatie geografische gegevens: Schaalvermelding op kaart: 4 Milliaria Germanica communia; Kaart toont Markgrafschaft Meissen met de steden Naumburg, Leipzig, Meißen en Dresden.",Joan Blaeu 1597/98-1673,[Amsterdam : Joan Blaeu],,,440000,300,51.333333333333,50,15.25,11.25,,
2910,0106051080005,0106051080005.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3064,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3064,"Newe Landtcarte von der Insull Helgelandt anno 1649 / author Johannes Mejer ; Helgel?dt in annis Christi 800, 1300 & 1649 / Matthias und Clauß Petersen ; Grundtriß der Stadt Sleßwieg anno 1649 ; Grundtriß von Dennewarcks wall und der alten Stadt Sleßwieg wij ess anno 1154 gewesen",1662,"titelvariant: Helgel?dt in annis Christi 800, 1300 & 1649; Grundtriß der Stadt Sleßwieg anno 1649; Grundtriß von Dennewarcks wall und der alten Stadt Sleßwieg wij ess anno 1154 gewesen; Annotatie: Origineel is Blad 83 in atlas factice",Johannes Mejer 1606-1674; Matthias Petersen 1632- 1706; Clauß Petersen,[S.l. : s.n.],,,,300,55.083333333333,53.333333333333,11.333333333333,8.1666666666667,,
2999,0106051080129,0106051080129.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3190,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3190,Nigritarvm regio,1662,"Annotatie: Origineel is Blad 207 in atlas factice; Annotatie geografische gegevens: Met schaalstok: 10 Milliaria Germanica Communia (=9,2 cm)",,Amstelaedami : Ioannes Blaeu excud,,,10000000,300,28,4,16,-25,,
3074,0106051080125,0106051080125.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3186,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3186,Nova Ægypti tabula,1662,"Annotatie: Kaart van Noord-Egypte en de Rode Zee; Origineel is Blad 203 in atlas factice; Annotatie geografische gegevens: Vertikale schaalstok op kaart: 25 Milliaria Germanica (=6,3 cm); Oost boven",,[Amstelaedami] : [Labore & Sumptibus Ioannis Blaeu],,,3000000,300,32,22,37,25,,
3243,0106051080108,0106051080108.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3165,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3165,Persia sive Sophorvm regnvm,1662,Annotatie: Met opdracht door J. Blaeu aan Simon van Hoorn; Origineel is Blad 186 in atlas factice; Annotatie geografische gegevens: Met 2 schaalstokken,Joan Blaeu 1597/98-1673,[Amsterdam : J. Blaeu],,,9500000,300,40,25,62,44,,
3455,0106051080131,0106051080131.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3192,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3192,Regna Congo et Angola,1662,"Annotatie: Origineel is Blad 209 in atlas factice; Annotatie geografische gegevens: Schaalstok op kaart: 2 Milliaria Germanica Communia (=7,2 cm)",,[Amstelædami] : [Labore et Sumptibus Ioannis Blaev],,,3000000,300,4,-5,19,11,,
3745,0106051080060,0106051080060.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3107,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3107,"Rvssiæ, vulgo Moscovia dictæ, pars occidentalis / auctore Isaaco Maßa",1662,"Annotatie: Kaart is vervaardigd omstreeks 1638, en gepubliceerd in de Atlas Maior in 1662; Met wapen; Origineel is Blad 138 in atlas factice; Annotatie geografische gegevens: Met 2 schaalstokken",Isaac Abrahamszoon Massa 1586-1643,[Amsterdam : apud Johan. et Cornelium Blaeu],,,2000000,300,80,40,65,20,,
4109,0106051080062,0106051080062.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3109,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3109,Svecia regnvm / avct. Andrea Bvræo Sveco,1662,"Annotatie: Kaart van Zweden, Finland en delen van Rusland en de Baltische Zee.; Origineel is Blad 140 in atlas factice; Met opdracht aan Carl (X) Gustavus, Koning van Zweden, door Joan Blaeu; Annotatie geografische gegevens: Met 6 schaalstokken",Andreas Bureus 1571-1646,[Amsterdam : Joan Blaeu],,,4140000,300,81,54,32,-25,,
4190,0106051080047,0106051080047.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3091,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3091,Territorii Novoforensis in svperiore Palatinatu accurata descriptio / auctore Nicolao Rittershusio D,1662,"Annotatie: Kaart toont het gebied rondom Neumark, Oberpfalz, tussen Nürnberg, Hilpoltstein, Burglengenfeld en Hohenburg; Origineel is Blad 125 in atlas factice",Nicolaus Rittershausen 1597-1670,[Amsteladami : Ioannis Blaeu],,,100000,300,50.583333333333,47.25,13.833333333333,8.9166666666667,,
4194,0106051080037,0106051080037.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3079,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3079,"Territorivm Basileense, cum adjacentibus",1662,Annotatie: Verso UB VU-exemplaar is blanco; Origineel is Blad 115 in atlas factice; Annotatie geografische gegevens: Schaalstok linksonder; Zuid boven,Joan Blaeu 1597/98-1673,"[Amstelædami, labore & sumptibus : Ioannis Blaev]",,,140000,300,47.666666666667,47.25,8,7.5,,
4792,0106051080043,0106051080043.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3086,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3086,Tyrolis comitatvs,1662,Annotatie: Origineel is Blad 121 in atlas factice; Annotatie geografische gegevens: Schaalstok linksonder: Milliaria Germanica,Joan Blaeu 1597/98-1673,[Amstelaedami] : [Ioannis Blaeu],,,625000,300,47.75,46.583333333333,13,10.083333333333,,
4924,0106051080067,0106051080067.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3115,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3115,Zeelandia insvla : Danicarum maxima,1662,Annotatie: Met opdracht van Joan Blaeu aan Petrus Charisius; Origineel is Blad 145 in atlas factice; Annotatie geografische gegevens: Met schaalstok,,[Amsterdam] : [Joan Blaeu],43,53,390000,300,56.25,54.5,15.5,9.5,,
2870,0106051080049,0106051080049.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3093,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3093,Moraviae nova et post omnes priores accuratissima delineatio / auctore I.A. Comenio ; A. Goos sculpsit,1664,Annotatie: Origineel is Blad 127 in atlas factice; Boven de kaart 4 stadsgezichten: Polna; Olmuts; Brin en Znaim; Annotatie geografische gegevens: Twee schaalstokken linksonder,Johannes Amos Comenius 1592-1670; Abraham Goos ca. 1589/90-1643; Claes Jansz. Visscher 1586/1587-1652,[Amsterdam : à Nicolao Iohannide Piscatore],,,470000,300,50.75,49,19,16.5,,
4791,0106051080001,0106051080001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3059,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3059,Typvs Frisiæ Orientalis / auctore Vbbone Emmio,1664,Annotatie: Met wapens; Origineel is Blad 79 in atlas factice; Annotatie geografische gegevens: Met schaalstok,Willem Jansz Blaeu 1571-1638,Amstelodami : Guiljelm. Blaeuw excudit,,,250000,300,53.916666666667,51.25,11.583333333333,6.6666666666667,,
508,0106051080097,0106051080097.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3152,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3152,Asiae nova delineatio / Auctore N. Visscher,1665,Annotatie: Met opdracht aan Henricus Spiegel door N. Visscher; Origineel is Blad 175 in atlas factice,,[Amsterdam : N. Visscher],,,30000000,300,85,-15,-170,25,,
3109,0106051080135,0106051080135.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3199,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3199,Novissima et accuratissima totius Americæ descriptio / per N. Visscher,1665,Annotatie: Met opdracht aan Cornelius Witsen door N. Visscher; Origineel is Blad 213 in atlas factice,Nicolaes Jansz Visscher sr 1618-1679,[Amsterdam : N. Visscher],,,45000000,300,85,-55,-15,170,,
418,0106051080126,0106051080126.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3187,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3187,"Aegypti recentior descriptio: Aegyptis & Turcis Elchibith; Arabibus Mesre & Misri, Hebraeis Mitsraim",1666,titelvariant: Aegypti recentior descriptio; Annotatie: Origineel is Blad 204 in atlas factice; Annotatie geografische gegevens: Zonder schaalstok; West boven,,[Amstelodami : Joannis Janssonii Haeredes],5,50,4000000,300,32,22,37,25,,
